LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective
0,1,0,0,1,1,1,3,17.22,4.08,287.09,0.02,19,0.24,15.95,70.31,7,12,6,7,5,0
2,3,0,0,2,2,1,15,43.07,9.8,4139.97,0.14,83,0.1,230.0,422.26,41,42,23,11,17,0
3,3,0,0,2,1,1,8,7.47,9.33,651.1,0.02,21,0.11,36.17,69.76,8,13,3,7,13,0
3,5,0,2,3,2,1,14,21.9,13.46,3968.5,0.1,62,0.07,220.47,294.8,25,37,13,14,22,0
2,3,0,1,2,2,1,13,26.94,7.62,1562.17,0.07,46,0.13,86.79,205.13,22,24,13,9,16,0
2,7,0,4,4,1,1,9,22.92,8.0,1467.19,0.06,40,0.13,81.51,183.4,16,24,12,12,17,0
0,1,0,0,1,1,1,3,6.18,5.0,154.4,0.01,11,0.2,8.58,30.88,4,7,2,5,5,0
0,3,0,0,2,1,1,6,11.39,4.67,248.04,0.02,16,0.21,13.78,53.15,4,12,3,7,8,0
2,15,0,0,8,3,7,42,51.83,13.23,9074.16,0.23,128,0.08,504.12,685.77,57,71,28,13,47,0
4,21,0,9,11,3,9,41,20.77,30.84,19763.53,0.21,123,0.03,1097.97,640.76,47,76,16,21,56,0
5,7,2,2,4,4,1,21,43.61,7.75,2619.3,0.11,67,0.13,145.52,337.97,31,36,22,11,32,0
1,1,0,0,1,1,1,14,38.94,6.0,1401.82,0.08,55,0.17,77.88,233.64,26,29,13,6,17,0
6,3,0,0,2,2,1,24,42.13,12.61,6702.44,0.18,102,0.08,372.36,531.36,37,65,22,15,33,0
3,11,0,0,6,2,1,37,30.69,9.23,2614.85,0.09,61,0.11,145.27,283.28,20,41,13,12,42,0
2,3,0,0,2,2,1,8,13.26,6.42,546.12,0.03,23,0.16,30.34,85.11,11,12,6,7,12,0
9,11,2,4,6,6,3,31,60.09,9.81,5780.37,0.2,114,0.1,321.13,589.37,51,63,26,10,48,1
15,15,2,15,8,8,8,36,57.35,20.86,24963.29,0.4,212,0.05,1386.85,1196.5,81,131,33,17,70,0
17,3,0,14,2,1,1,42,57.54,25.14,36375.41,0.48,265,0.04,2020.86,1446.75,88,177,28,16,75,0
4,35,24,1,18,11,1,83,34.25,55.37,105000.81,0.63,336,0.02,5833.38,1896.34,130,206,27,23,114,0
0,1,0,0,1,1,1,26,115.38,7.42,6346.51,0.29,178,0.13,352.58,855.71,89,89,24,4,34,0
2,5,0,8,3,1,1,13,16.07,7.71,956.57,0.04,31,0.13,53.14,124.0,12,19,7,9,25,0
6,5,2,0,3,3,1,23,50.22,11.22,6322.71,0.19,109,0.09,351.26,563.52,51,58,25,11,33,0
9,7,0,5,4,3,1,40,76.51,25.62,50202.34,0.65,336,0.04,2789.02,1959.85,111,225,39,18,57,0
2,36,0,1,20,7,18,36,27.42,33.75,31232.81,0.31,179,0.03,1735.16,925.42,54,125,16,20,42,0
4,1,0,0,1,1,1,16,36.82,11.14,4571.55,0.14,92,0.09,253.98,410.27,39,53,14,8,22,0
0,1,0,0,1,1,1,19,70.56,5.26,1954.64,0.12,81,0.19,108.59,371.38,40,41,19,5,21,0
1,3,0,1,2,2,1,5,13.45,3.6,174.36,0.02,14,0.28,9.69,48.43,6,8,5,6,9,0
0,1,1,0,1,1,1,3,32.28,3.55,405.77,0.04,28,0.28,22.54,114.45,13,15,11,6,6,0
14,9,0,5,5,4,1,37,70.82,10.09,7213.09,0.24,126,0.1,400.73,714.73,59,67,38,13,58,1
3,1,3,0,1,1,1,15,55.43,7.83,3395.1,0.14,86,0.13,188.62,433.82,36,50,23,10,23,0
1,1,0,0,1,1,1,4,15.38,4.57,321.48,0.02,18,0.22,17.86,70.32,8,10,7,8,7,0
5,11,3,4,7,6,1,37,28.97,21.04,12828.01,0.2,111,0.05,712.67,609.6,44,67,23,22,51,0
8,11,0,0,6,4,1,44,48.7,16.96,14002.94,0.28,161,0.06,777.94,825.81,65,96,23,12,55,0
8,21,0,1,11,9,8,33,51.31,14.26,10431.63,0.24,131,0.07,579.53,731.63,52,79,31,17,44,0
20,91,4,19,46,13,39,199,55.32,92.65,474915.53,1.71,845,0.01,26384.2,5125.85,332,513,43,24,246,1
13,18,0,17,10,7,4,74,47.06,43.0,87011.17,0.67,336,0.02,4833.95,2023.52,129,207,39,26,107,1
3,5,0,0,3,3,1,20,49.82,7.1,2514.31,0.12,69,0.14,139.68,353.92,31,38,24,11,23,0
3,5,0,0,3,3,1,15,25.07,6.72,1133.07,0.06,39,0.15,62.95,168.56,11,28,9,11,20,1
19,23,0,8,12,9,1,107,167.9,17.6,51980.15,0.98,430,0.06,2887.79,2954.26,207,223,100,17,136,1
0,5,0,0,3,3,1,11,32.65,6.6,1422.26,0.07,47,0.15,79.01,215.49,22,25,15,9,11,0
2,5,0,0,3,1,1,10,13.94,13.71,2621.58,0.06,45,0.07,145.64,191.16,16,29,7,12,14,0
2,27,1,1,14,13,14,29,37.58,19.16,13793.68,0.24,144,0.05,766.32,720.0,56,88,19,13,35,0
5,3,0,0,2,1,1,8,14.83,9.63,1373.5,0.05,32,0.1,76.31,142.7,11,21,8,14,16,0
10,47,2,51,24,10,11,151,75.36,51.15,197199.3,1.29,579,0.02,10955.52,3855.1,254,325,72,29,214,0
1,5,0,0,3,2,3,4,13.88,4.8,319.72,0.02,18,0.21,17.76,66.61,6,12,5,8,7,0
4,25,1,1,13,10,13,31,39.5,16.35,10555.13,0.22,119,0.06,586.4,645.73,50,69,26,17,39,0
4,3,0,0,2,2,1,11,21.34,7.56,1220.75,0.05,38,0.13,67.82,161.42,11,27,8,11,17,1
1,1,0,0,1,1,1,3,9.47,2.67,67.38,0.01,9,0.38,3.74,25.27,4,5,3,4,6,0
3,3,0,0,2,2,1,8,20.19,5.06,517.32,0.03,25,0.2,28.74,102.19,9,16,8,9,13,0
79,51,2,141,28,22,10,199,99.67,63.84,406216.63,2.12,909,0.02,22567.59,6363.0,353,556,94,34,425,0
3,3,0,0,2,1,1,10,27.82,6.0,1001.45,0.06,38,0.17,55.64,166.91,16,22,12,9,15,0
2,3,0,3,2,2,1,12,21.59,4.29,396.48,0.03,25,0.23,22.03,92.51,10,15,7,6,21,0
2,3,0,0,2,1,1,13,33.01,4.92,800.08,0.05,37,0.2,44.45,162.52,16,21,13,8,17,0
2,3,0,0,2,2,1,7,37.15,5.63,1175.48,0.07,45,0.18,65.3,208.97,20,25,16,9,11,0
19,11,3,2,6,3,1,12,14.54,23.33,7916.23,0.11,75,0.04,439.79,339.27,30,45,9,14,38,1
3,5,0,0,3,3,1,15,23.32,13.54,4275.02,0.11,65,0.07,237.5,315.77,22,43,13,16,20,0
4,13,0,0,7,3,1,32,38.9,15.29,9091.87,0.2,111,0.07,505.1,594.69,53,58,26,15,38,0
2,3,0,0,2,2,1,15,36.54,6.25,1427.5,0.08,52,0.16,79.31,228.4,25,27,14,7,17,1
1,7,0,0,5,2,1,21,28.19,12.71,4550.64,0.12,71,0.08,252.81,358.15,27,44,17,16,24,0
4,15,2,0,8,8,7,14,34.59,8.75,2648.31,0.1,60,0.11,147.13,302.66,21,39,18,15,23,0
1,9,0,2,5,2,3,14,23.77,11.67,3235.47,0.09,59,0.09,179.75,277.33,20,39,12,14,21,0
4,5,0,0,3,1,3,26,37.51,15.71,9261.55,0.2,114,0.06,514.53,589.37,44,70,21,15,33,0
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,3,0,3,4,0
0,1,0,0,1,1,1,2,14.8,4.0,236.83,0.02,16,0.25,13.16,59.21,5,11,5,8,4,0
2,3,0,0,2,1,1,8,19.25,6.5,813.14,0.04,30,0.15,45.17,125.1,13,17,9,9,12,0
1,1,0,0,1,1,1,7,16.59,5.79,555.43,0.03,24,0.17,30.86,96.0,9,15,7,9,8,1
2,12,0,0,11,11,1,52,53.25,26.01,36030.25,0.46,230,0.04,2001.68,1385.14,95,135,42,23,56,1
1,11,0,0,6,3,1,13,24.08,15.23,5586.6,0.12,80,0.07,310.37,366.8,36,44,13,11,16,0
6,1,0,0,1,1,1,15,85.71,4.9,2058.0,0.14,84,0.2,114.33,420.0,35,49,25,7,23,0
1,1,0,0,1,1,1,4,17.92,3.0,161.32,0.02,15,0.33,8.96,53.77,6,9,6,6,7,0
6,4,0,3,3,2,1,48,44.67,21.51,20669.87,0.32,152,0.05,1148.33,960.93,68,84,49,31,59,0
5,5,0,0,3,2,1,12,25.7,9.45,2297.48,0.08,53,0.11,127.64,243.0,16,37,11,13,19,0
4,15,0,1,8,7,1,31,37.8,14.61,8066.95,0.18,106,0.07,448.16,552.2,48,58,23,14,38,0
3,3,0,2,2,2,1,16,34.15,8.33,2371.66,0.09,58,0.12,131.76,284.6,25,33,18,12,24,0
4,7,0,1,4,2,3,16,20.43,16.0,5230.4,0.11,68,0.06,290.58,326.9,24,44,12,16,24,0
0,1,0,0,1,1,1,6,28.03,3.5,343.35,0.03,24,0.29,19.07,98.1,10,14,10,7,8,0
5,9,0,0,5,4,1,31,37.46,21.86,17893.93,0.27,156,0.05,994.11,818.68,54,102,21,17,38,0
29,55,1,10,28,21,11,480,207.99,88.44,1626925.91,6.13,2445,0.01,90384.77,18395.11,1125,1320,159,25,522,0
5,1,0,0,1,1,1,13,21.22,9.17,1782.8,0.06,45,0.11,99.04,194.49,15,30,9,11,18,0
1,5,0,0,3,3,1,16,31.13,6.54,1330.97,0.07,45,0.15,73.94,203.56,17,28,13,10,19,0
4,5,0,4,3,2,1,10,25.2,8.08,1644.14,0.07,45,0.12,91.34,203.56,21,24,13,10,20,0
1,1,0,0,1,1,1,4,20.0,5.0,500.0,0.03,25,0.2,27.78,100.0,10,15,8,8,7,0
1,3,0,0,2,2,1,6,20.6,2.0,82.42,0.01,13,0.5,4.58,41.21,5,8,5,4,9,0
6,5,0,1,3,2,1,44,72.25,12.69,11626.55,0.31,165,0.08,645.92,916.51,74,91,35,12,53,0
1,3,0,0,2,2,1,12,24.38,7.5,1371.28,0.06,41,0.13,76.18,182.84,18,23,12,10,15,1
3,15,2,0,8,5,1,24,26.92,13.13,4637.01,0.12,72,0.08,257.61,353.3,30,42,16,14,31,0
1,5,0,0,3,3,1,7,19.51,9.6,1798.04,0.06,42,0.1,99.89,187.3,16,26,10,12,11,0
4,3,0,1,2,1,1,8,19.88,8.33,1380.58,0.06,39,0.12,76.7,165.67,15,24,9,10,15,0
11,7,0,7,4,3,1,24,22.33,18.13,7344.0,0.14,81,0.06,408.0,405.0,32,49,15,17,44,0
3,7,1,4,4,3,3,8,12.57,10.08,1277.67,0.04,31,0.1,70.98,126.71,11,20,6,11,18,1
3,3,0,0,2,1,1,15,21.09,10.0,2109.08,0.07,46,0.1,117.17,210.91,20,26,12,12,18,0
1,3,0,0,2,2,1,13,26.07,11.0,3154.0,0.1,61,0.09,175.22,286.73,22,39,13,13,16,0
3,9,0,0,5,3,1,20,26.23,12.59,4160.25,0.11,68,0.08,231.13,330.34,31,37,16,13,25,1
8,21,0,0,11,7,9,30,44.47,15.28,10380.21,0.23,126,0.07,576.68,679.43,55,71,27,15,40,0
5,23,1,8,12,6,12,15,30.45,26.13,20779.64,0.27,144,0.04,1154.42,795.39,57,87,24,22,29,0
0,1,0,0,1,1,1,3,24.38,2.5,152.36,0.02,17,0.4,8.46,60.94,7,10,7,5,5,0
2,5,0,0,3,3,1,20,38.96,8.36,2721.07,0.11,64,0.12,151.17,325.6,27,37,21,13,24,1
6,5,0,0,3,1,1,22,23.75,19.38,8914.89,0.15,89,0.05,495.27,460.12,31,58,16,20,30,0
2,107,0,0,54,20,54,82,70.97,28.47,57524.84,0.67,358,0.04,3195.82,2020.5,121,237,34,16,86,1
55,7,0,5,4,2,1,349,269.18,56.51,859517.12,5.07,2080,0.02,47750.95,15210.8,944,1136,142,17,411,1
5,7,0,1,4,4,4,23,36.89,11.07,4521.84,0.14,79,0.09,251.21,408.42,31,48,21,15,32,0
2,9,0,1,5,1,1,12,13.06,19.5,4967.71,0.08,58,0.05,275.98,254.75,24,34,8,13,17,0
7,7,0,0,4,4,4,32,24.04,18.64,8349.4,0.15,102,0.05,463.86,448.02,41,61,11,10,41,0
0,7,0,0,4,2,3,7,13.03,8.0,833.99,0.03,25,0.13,46.33,104.25,8,17,6,12,9,0
4,11,0,0,6,5,1,39,30.25,24.42,18037.8,0.25,144,0.04,1002.1,738.62,58,86,19,16,46,0
2,5,0,0,3,3,1,22,28.84,9.19,2434.43,0.09,54,0.11,135.25,264.97,21,33,16,14,27,1
3,1,0,0,1,1,1,10,16.68,8.75,1277.04,0.05,35,0.11,70.95,145.95,14,21,8,10,15,0
3,9,0,1,7,7,1,34,41.66,16.71,11627.48,0.23,126,0.06,645.97,695.97,57,69,29,17,40,0
3,33,0,0,17,8,15,45,32.6,24.5,19568.93,0.27,157,0.04,1087.16,798.73,70,87,20,14,50,0
11,5,1,5,3,3,1,32,50.34,16.92,14418.23,0.28,158,0.06,801.01,851.99,55,103,26,16,53,0
2,1,0,0,1,1,1,12,71.16,5.6,2231.64,0.13,79,0.18,123.98,398.51,35,44,25,8,16,0
2,3,0,0,2,2,1,7,13.33,6.0,479.73,0.03,21,0.17,26.65,79.95,9,12,6,8,11,0
6,7,0,0,4,4,3,23,28.15,20.5,11828.05,0.19,107,0.05,657.11,576.98,41,66,21,21,31,1
9,3,0,0,2,2,1,28,68.23,10.72,7841.01,0.24,145,0.09,435.61,731.44,67,78,25,8,39,0
17,89,0,15,45,5,39,137,56.03,73.51,302786.31,1.37,679,0.01,16821.46,4118.87,247,432,42,25,173,0
0,5,0,0,3,2,1,5,11.4,6.67,506.67,0.03,19,0.15,28.15,76.0,8,11,6,10,7,0
12,3,0,13,2,2,1,29,92.66,6.88,4379.75,0.21,116,0.15,243.32,637.05,55,61,36,9,56,0
4,5,0,0,3,1,3,14,16.54,37.5,23264.66,0.21,120,0.03,1292.48,620.39,33,87,11,25,20,0
17,11,0,6,6,4,1,64,77.19,23.39,42239.34,0.6,289,0.04,2346.63,1805.65,131,158,56,20,90,1
3,17,0,2,9,3,9,15,13.63,30.0,12267.61,0.14,86,0.03,681.53,408.92,30,56,9,18,23,0
2,5,0,1,3,2,3,13,17.9,10.5,1973.83,0.06,41,0.1,109.66,187.98,15,26,10,14,18,0
6,3,0,6,2,2,1,21,37.55,14.32,7698.49,0.18,104,0.07,427.69,537.67,45,59,22,14,36,1
9,6,0,1,5,2,1,34,26.59,14.0,5211.28,0.12,72,0.07,289.52,372.23,28,44,18,18,46,0
21,45,0,9,23,8,8,125,64.48,54.15,189081.51,1.16,534,0.02,10504.53,3491.91,239,295,64,29,155,1
3,17,0,0,9,3,1,20,16.78,19.09,6117.23,0.11,69,0.05,339.85,320.43,30,39,11,14,25,0
13,5,1,0,3,3,1,46,20.47,66.3,89973.65,0.45,300,0.02,4998.54,1357.07,102,198,10,13,67,0
1,9,0,0,5,3,1,13,23.15,11.57,3100.28,0.09,57,0.09,172.24,267.93,27,30,14,12,16,0
8,73,0,11,37,25,37,84,45.31,53.06,127566.41,0.8,414,0.02,7087.02,2404.24,164,250,34,22,106,0
0,1,0,0,1,1,1,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,3,5,3,5,4,1
6,3,0,1,2,2,1,25,43.67,8.76,3351.68,0.13,74,0.11,186.2,382.57,31,43,23,13,34,1
1,11,0,0,6,2,6,7,33.25,23.29,18041.8,0.26,151,0.04,1002.32,774.52,44,107,17,18,10,1
9,19,0,1,10,9,7,44,38.5,28.0,30183.34,0.36,191,0.04,1676.85,1077.98,84,107,30,20,56,0
2,19,0,3,10,5,1,61,32.43,44.33,63749.57,0.48,265,0.02,3541.64,1437.96,112,153,24,19,68,0
10,9,3,5,5,4,1,48,40.59,29.52,35372.19,0.4,230,0.03,1965.12,1198.17,97,133,23,14,68,0
5,7,0,0,5,5,1,28,32.36,27.83,25064.62,0.3,166,0.04,1392.48,900.76,64,102,23,20,35,1
1,5,0,1,3,3,3,16,29.73,10.83,3489.34,0.11,67,0.09,193.85,322.09,25,42,15,13,22,0
3,9,0,5,5,5,4,32,83.3,13.54,15279.97,0.38,191,0.07,848.89,1128.22,89,102,46,14,40,1
0,3,0,0,2,2,1,10,36.39,4.04,593.43,0.05,34,0.25,32.97,146.95,15,19,13,7,12,0
2,1,0,0,1,1,1,4,17.27,2.5,107.96,0.01,13,0.4,6.0,43.19,5,8,5,5,8,1
1,3,0,0,2,1,1,12,17.57,6.5,742.43,0.04,30,0.15,41.25,114.22,13,17,7,7,15,0
0,1,0,0,1,1,1,3,10.44,3.5,127.89,0.01,11,0.29,7.11,36.54,3,8,3,7,5,0
9,5,0,10,3,3,1,30,51.37,14.52,10824.4,0.25,135,0.07,601.36,745.68,60,75,31,15,52,0
3,3,0,0,2,2,1,11,24.06,5.2,650.51,0.04,30,0.19,36.14,125.1,13,17,10,8,16,1
2,3,0,0,2,1,1,7,13.01,7.07,650.57,0.03,23,0.14,36.14,92.0,11,12,7,9,11,1
3,9,0,0,5,3,1,24,37.19,17.05,10812.04,0.21,128,0.06,600.67,634.14,62,66,20,11,29,0
1,16,1,1,11,11,1,43,38.48,20.38,15988.59,0.26,142,0.05,888.25,784.35,53,89,26,20,48,1
0,5,0,3,3,1,3,12,13.75,16.0,3521.25,0.07,48,0.06,195.63,220.08,16,32,8,16,15,0
30,45,0,7,23,22,11,194,92.24,47.11,204728.95,1.45,709,0.02,11373.83,4345.66,318,391,54,16,233,0
14,33,0,13,17,8,13,81,61.94,33.41,69127.22,0.69,322,0.03,3840.4,2069.26,146,176,59,27,110,1
6,1,0,0,1,1,1,16,66.59,6.0,2397.22,0.13,85,0.17,133.18,399.54,40,45,20,6,24,0
5,11,0,0,6,2,5,21,20.72,14.77,4520.16,0.1,63,0.07,251.12,306.05,24,39,13,16,28,0
27,135,1,42,68,25,20,271,82.1,95.8,753456.46,2.62,1189,0.01,41858.69,7864.89,479,710,70,28,343,1
2,15,0,0,8,6,1,47,27.49,18.92,9842.12,0.17,112,0.05,546.78,520.11,41,71,13,12,51,0
4,9,2,7,5,5,4,16,38.22,8.89,3024.21,0.11,68,0.11,168.01,340.0,26,42,19,13,32,0
5,7,0,0,4,4,4,16,28.67,9.63,2655.9,0.09,61,0.1,147.55,275.94,21,40,12,11,23,1
0,1,0,0,1,1,1,3,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,4,6,4,5,5,0
5,19,0,0,10,3,5,59,59.99,23.48,33065.46,0.47,233,0.04,1836.97,1408.34,108,125,46,20,66,0
14,29,0,36,16,1,16,74,22.8,43.8,43747.0,0.33,198,0.02,2430.39,998.79,73,125,15,18,127,0
3,1,0,0,1,1,1,5,54.47,3.08,515.65,0.06,41,0.33,28.65,167.59,20,21,13,4,10,0
4,3,0,0,2,1,1,16,37.64,12.13,5541.28,0.15,95,0.08,307.85,456.7,28,67,15,13,24,0
12,15,0,13,8,5,1,62,43.55,21.69,20486.51,0.31,171,0.05,1138.14,944.53,74,97,29,17,89,0
6,9,0,0,5,2,5,24,36.5,17.81,11579.99,0.22,123,0.06,643.33,650.1,57,66,24,15,32,0
1,3,0,0,2,1,1,8,13.09,9.17,1100.0,0.04,30,0.11,61.11,120.0,11,19,6,10,11,1
2,3,0,0,2,1,1,10,37.87,13.61,7009.75,0.17,105,0.07,389.43,515.22,47,58,19,11,14,0
7,8,0,9,5,3,1,29,29.79,20.45,12463.61,0.2,113,0.05,692.42,609.33,45,68,22,20,47,0
1,1,0,0,1,1,1,7,34.6,5.91,1206.82,0.07,44,0.17,67.05,204.33,21,23,16,9,10,0
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,5,0
6,9,0,1,5,3,3,32,54.01,10.98,6514.48,0.2,110,0.09,361.92,593.15,49,61,29,13,41,1
3,12,3,0,11,1,1,36,39.81,12.57,6285.89,0.17,94,0.08,349.22,500.26,34,60,23,17,44,1
2,13,0,1,7,3,4,37,29.88,22.62,15287.87,0.23,127,0.04,849.33,675.88,50,77,21,19,42,0
2,3,0,0,2,1,1,4,13.2,6.67,586.67,0.03,22,0.15,32.59,88.0,8,14,6,10,8,0
4,1,0,5,1,1,1,16,67.2,13.16,11640.91,0.29,163,0.08,646.72,884.48,68,95,31,12,27,0
12,11,6,24,6,4,4,19,21.2,19.41,7988.85,0.14,79,0.05,443.82,411.55,33,46,17,20,63,1
6,5,0,0,3,3,1,26,40.0,16.23,10530.02,0.22,131,0.06,585.0,649.0,59,72,20,11,34,0
1,1,0,0,1,1,1,3,11.77,3.5,144.23,0.01,13,0.29,8.01,41.21,2,11,2,7,7,0
5,3,0,0,2,2,1,14,27.33,10.13,2801.75,0.09,63,0.1,155.65,276.72,27,36,12,9,21,0
3,11,0,0,6,1,6,24,18.03,19.13,6596.53,0.11,71,0.05,366.47,344.92,27,44,12,17,29,0
63,65,14,11,33,17,19,244,174.35,47.68,396298.57,2.77,1180,0.02,22016.59,8312.38,504,676,111,21,334,1
2,3,0,0,2,1,1,13,25.75,13.09,4413.08,0.11,78,0.08,245.17,337.11,32,46,11,9,17,0
0,3,0,0,2,2,1,10,37.09,4.5,751.09,0.06,38,0.22,41.73,166.91,18,20,14,7,12,0
4,7,0,3,4,2,1,16,17.23,10.45,1881.89,0.06,41,0.1,104.55,180.09,19,22,10,11,26,0
6,5,0,0,3,3,3,7,16.68,6.87,788.52,0.04,27,0.15,43.81,114.69,10,17,8,11,15,0
7,9,0,5,5,4,1,33,34.51,16.0,8835.23,0.18,106,0.06,490.85,552.2,42,64,21,16,51,0
3,3,0,0,2,2,1,17,45.64,9.36,3998.36,0.14,82,0.11,222.13,427.18,39,43,25,12,24,0
2,1,0,0,1,1,1,5,24.22,2.29,126.52,0.02,16,0.44,7.03,55.35,8,8,7,4,10,0
2,7,0,0,4,2,1,8,21.4,10.5,2358.96,0.07,49,0.1,131.05,224.66,21,28,12,12,12,1
0,5,1,0,3,2,3,10,14.06,10.0,1406.48,0.05,36,0.1,78.14,140.65,10,26,5,10,13,0
10,8,0,5,7,7,1,57,36.6,23.85,20811.08,0.29,158,0.04,1156.17,872.72,62,96,26,20,74,1
12,15,0,0,8,4,1,66,64.87,27.91,50542.51,0.6,326,0.04,2807.92,1810.8,146,180,34,13,80,0
5,7,0,0,4,3,4,25,30.61,17.33,9189.14,0.18,99,0.06,510.51,530.4,33,66,20,21,32,0
7,43,0,9,22,2,22,40,44.56,44.33,87573.26,0.66,328,0.02,4865.18,1975.34,133,195,39,26,56,0
6,5,1,0,3,3,1,19,38.28,10.5,4220.05,0.13,79,0.1,234.45,401.91,30,49,20,14,28,1
8,1,1,6,1,1,1,23,38.21,15.84,9589.66,0.2,120,0.06,532.76,605.33,43,77,19,14,41,0
3,3,0,0,2,1,1,10,22.74,12.46,3529.14,0.09,61,0.08,196.06,283.28,23,38,12,13,15,0
16,43,5,29,22,12,11,90,62.99,32.18,65236.57,0.68,333,0.03,3624.25,2027.13,118,215,44,24,142,1
0,1,0,0,1,1,1,5,36.49,4.0,583.79,0.05,35,0.25,32.43,145.95,16,19,12,6,7,0
1,1,0,0,1,1,1,9,17.47,11.33,2243.8,0.07,52,0.09,124.66,197.98,17,35,6,8,13,0
0,3,0,0,2,1,1,4,13.33,6.6,580.8,0.03,22,0.15,32.27,88.0,6,16,5,11,6,1
6,7,0,1,4,4,1,31,36.41,18.39,12316.55,0.22,125,0.05,684.25,669.69,47,78,23,18,41,0
10,22,1,17,12,9,5,76,50.35,34.94,61473.97,0.59,288,0.03,3415.22,1759.26,123,165,44,25,106,1
1,9,0,0,6,3,1,30,45.38,11.43,5927.38,0.17,95,0.09,329.3,518.65,40,55,28,16,33,1
3,7,0,3,4,3,1,26,24.55,15.5,5898.55,0.13,83,0.06,327.7,380.55,31,52,12,12,34,0
5,3,0,0,2,1,1,15,28.4,10.83,3333.1,0.1,64,0.09,185.17,307.67,25,39,15,13,20,1
0,1,0,0,1,1,1,3,18.57,5.06,475.93,0.03,23,0.2,26.44,94.01,9,14,8,9,5,0
1,7,0,0,4,4,1,10,16.77,14.67,3607.56,0.08,56,0.07,200.42,245.97,22,34,9,12,13,0
1,3,0,2,2,2,1,4,8.72,4.0,139.48,0.01,11,0.25,7.75,34.87,4,7,3,6,11,0
1,21,0,0,11,3,11,29,15.83,42.0,27922.42,0.22,145,0.02,1551.25,664.82,42,103,8,16,32,0
2,1,0,0,1,1,1,17,58.87,4.2,1038.47,0.08,52,0.24,57.69,247.25,24,28,20,7,21,0
16,20,0,6,11,7,5,54,29.16,48.0,67179.48,0.47,241,0.02,3732.19,1399.57,96,145,28,28,81,0
0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,1,0
6,15,0,0,8,3,7,19,18.73,18.42,6352.21,0.11,71,0.05,352.9,344.92,26,45,12,17,27,1
2,5,0,0,3,2,1,10,24.01,7.8,1460.91,0.06,42,0.13,81.16,187.3,13,29,10,12,14,1
1,13,0,0,7,5,5,28,27.42,22.5,13880.6,0.21,113,0.04,771.14,616.92,45,68,22,22,31,1
2,1,0,0,1,1,1,4,15.5,3.0,139.52,0.02,14,0.33,7.75,46.51,6,8,5,5,8,1
1,3,0,0,2,2,1,4,25.32,5.6,793.95,0.05,34,0.18,44.11,141.78,14,20,10,8,7,0
2,3,0,0,2,1,1,5,9.05,9.0,732.69,0.03,22,0.11,40.7,81.41,8,14,4,9,9,0
6,5,0,0,3,2,1,31,59.28,13.55,10880.54,0.27,148,0.07,604.47,803.09,70,78,31,12,39,0
0,3,0,0,2,2,1,9,12.84,7.0,629.01,0.03,23,0.14,34.94,89.86,7,16,5,10,11,0
3,5,0,1,3,1,3,10,12.97,12.0,1867.07,0.05,36,0.08,103.73,155.59,16,20,8,12,16,0
3,5,0,2,3,3,1,20,34.01,8.53,2473.94,0.1,61,0.12,137.44,290.05,29,32,17,10,28,0
2,1,0,0,1,1,1,6,21.29,5.69,688.83,0.04,31,0.18,38.27,121.11,13,18,8,7,10,0
3,5,0,0,3,2,1,10,30.96,6.43,1279.52,0.07,44,0.16,71.08,199.04,20,24,14,9,15,0
20,1,0,20,1,1,1,67,130.52,15.56,31589.12,0.68,327,0.06,1754.95,2030.49,146,181,61,13,109,0
3,17,1,8,9,2,9,29,21.92,30.0,19725.7,0.22,134,0.03,1095.87,657.52,60,74,15,15,43,0
17,97,0,92,49,16,34,139,99.72,97.0,938311.06,3.22,1469,0.01,52128.39,9673.31,388,1081,64,32,250,1
14,3,0,13,2,2,1,45,86.3,16.14,22518.93,0.46,229,0.06,1251.05,1394.03,105,124,52,16,74,1
2,5,0,0,3,2,1,14,21.28,9.5,1920.13,0.07,43,0.11,106.67,202.12,19,24,13,13,18,0
39,163,1,6,94,67,3,656,114.78,174.22,3483952.81,6.67,2702,0.01,193552.92,19997.18,784,1918,117,52,706,0
3,1,0,0,1,1,1,5,48.0,2.33,261.32,0.04,28,0.43,14.52,112.0,14,14,12,4,10,0
3,1,0,0,1,1,1,8,33.5,5.19,903.03,0.06,39,0.19,50.17,173.92,15,24,13,9,13,0
3,3,0,0,2,2,1,11,17.84,8.33,1238.98,0.05,35,0.12,68.83,148.68,15,20,9,10,16,0
